product_name,review_text,tags
UV-C Sanitizer and Deodorizer,Very great. I have allergies and it is great,"[""performance""]"
Cleaner,Very good product.. Does a great job cleaning.,"[""performance""]"
Soft Tissues,Very good Kleenex brand. I really enjoy this brand of Kleenex I highly recommended.,"[""none""]"
Makeup Brush Holder ,Very flimsy. This is very flimsy not good at all,"[""quality""]"
Amazon Fire TV Stick,Very easy to set up. I have not done much with the firestick yet but my son had one and I liked the options for TV. I mostly watch networks but plan to use a lot when reruns are on. I liked the ease of setting it up and getting around on it.,"[""design"",""performance""]"
Amazon Fire Tablet,VERY DISAPPOINTING. I was really looking forward to this tablet to read instead of my defunct Kindle. This thing wouldn't even recognize my Wi-Fi when I was sitting at my desk top computer ONLINE. It kept saying 'no connection' and I'm actively on Amazon.com. Very disappointed to have an issue with this product right out of the package.,"[""performance""]"
Amazon Fire TV Stick,Very disappointed.. I should have read the item reviews.  It does not work.,"[""quality""]"
Contact Lens Solution,"Very disappointed. I was pleased at first but now I am not.  NO matter how long I leave my contacts in, my eyes burn from this solution..  Even after I rinsed my lenses with saline solution they still burned my eyes.  SO I stopped using this and went back to Bausch and Lomb Bio True lens solution!","[""performance""]"
Coffee Filter,"very disappointed, will have to spend the money and buy .... These are much smaller than what the coffee maker requires , very disappointed , will have to spend the money and buy original Keurig filters .","[""quality""]"
Hair curler,Very Curly. Does exactly as it says. Makes my hair very curly! I have thin/finer hair so I do not need to leave it wrapped around as long to get curls.,"[""performance""]"
Hair Clips,"Very cheap, but ok. Crappy. Don't really hold anything. Super cheap. But I still use them.","[""quality"",""value""]"
Bath Towel / Wrap,Velcro sticks to fabric. Velcro sticks to the fabric which is terribly annoying,"[""quality""]"
Bath Towel / Wrap,Velcro doesn't last long. The Velcro is already started to have issues staying together after 6 months or so. The last wrap I had for 6 years (different brand).  The fabric wasn't the best either-it felt weird. But I've had a difficult time finding a good wrap in stores so thought I'd try Amazon. I'll try another brand and see if the Velcro is better.,"[""quality""]"
Earbuds,Value for money. I use these to do virtual exercise classes as well as to listen to music on my iPhone. They work perfectly!,"[""performance"",""value""]"
Amazon Fire Tablet,utter crap. They block you from using Google play store. Charging is slow. USB debugging doesnt give root permissions.,"[""performance""]"
Contact Lens Solution,"User for 2 decades. I've been wearing contact lenses since 1973.  This product works better than anything I've ever tried, particularly when your lenses are grimy from pollution and irritants.  The generics are fine, but the Alcon brand is really the best.","[""performance""]"
Stain Remover,Useless. This product is completely useless. It will not remove any stain from any article of clothing. If I didn't know any better I would assume that this is simply Dreft scented water. I would stay away from these products unless you just really love the scent of Dreft.,"[""performance""]"
Makeup Brush Holder ,Useful. I really like the different holes for makeup brushes. It's a very solid piece. Comes in 3 pieces with paper sticker over entire piece of both sides. It comes was a pain to remove. Luckily I have nails.,"[""design"",""quality""]"
Earbuds,"Used 4 times, right stopped working. Wife was past return time before she started using them, after about 4 uses the right ear piece stopped working. Make sure to try them a few times as soon as you get them!","[""quality""]"
Pain Relief Cream,Use for IC.... I used this when I have a flare up with IC...I mix with coconut oil and topical put on bladder area.  Seems to calm it down,"[""performance""]"
Cleaner,Use for everything. I wish I knew how these worked. I had a really old shower that was stained and just plain ugly. I gave up on all other products and tried the Magic Eraser. It took all the old stains off the shower.,"[""performance""]"
Amazon Fire Tablet,upgrade my old tablet to this new tablet. I love to read and play puzzle.  I was expecting a better upgrade but everything looks the same.  Nothing has change the looks of the tablet.  They need to redesign the looks of the tablet in home page.  I still use it to read books and puzzles.,"[""design""]"
Earbuds,Unreliable. I will be returning these. They are less than a week old with me and they turn off while in use on a phone call on full charge. Very unreliable.,"[""performance""]"
Amazon Echo Show,Unable to connect with the Ring Doorbell!. I Can't seem to get this to work with the echo 3 doorbell I bought!,"[""performance""]"
Eyebrow Tint,Ugh. Didn’t change color much and stained everything around me,"[""performance""]"
Anti-slip wax for glasses,Two Stars. Works for five minutes. If you sweat at all don't purchase this product.,"[""performance""]"
Necklace,Two Stars. very poorly made product.,"[""quality""]"
Coffee Filter,Two Stars. useless product...they do not work,"[""quality""]"
Kindle Paperwhite e-reader.,Two Stars. Too small,"[""design""]"
Coffee Filter,Two Stars. Too short and they break easily.,"[""quality""]"
Shower Cap,Two Stars. To tight on my head.,"[""design""]"
Hair Clips,Two Stars. They break kinda easy,"[""quality""]"
Earbuds,Two Stars. They are headphones that perform very poorly with regards to other headphones I have purchased from Amazon.,"[""performance""]"
False Eyelashes,Two Stars. These are on thread. Very difficult to apply.,"[""design""]"
Coffee Filter,Two Stars. These are ok but overpriced for what they are.,"[""value""]"
Bath Towel / Wrap,Two Stars. The fabric felt horrible.,"[""quality""]"
Hair curler,Two Stars. Sucks,"[""none""]"
Earbuds,Two Stars. stop working after 4 days.,"[""quality""]"
Foot Scrubber / Massager,Two Stars. Sticks to the bathtub. stone broke immediately. it lives in the garage for a garage sale.,"[""quality""]"
Coffee Filter,Two Stars. ripped in a year.,"[""quality""]"
Necklace,Two Stars. poor quality-already damage -<br />looks different that picture,"[""quality""]"
Coffee Filter,Two Stars. ok,"[""none""]"
Smart Scale,"Two Stars. not syncing, I'm upset cause try asst. with fitbit no luck","[""performance""]"
Water Filter,Two Stars. Not REAL.. fake,"[""non-review""]"
Curling Brush / Iron,Two Stars. not hot enough to make s good curl.,"[""performance""]"
Hair Brush,Two Stars. Not good for thick or long hair,"[""performance""]"
Shampoo,Two Stars. not good,"[""none""]"
Crown / Tiara,Two Stars. Nice quality but very small,"[""quality""]"
False Eyelashes,Two Stars. my daughter ordered these doesnt like them very cheap looking  sorry,"[""quality""]"
Coffee Filter,Two Stars. makes colored water..... too weak for coffee even when filled.,"[""performance""]"
Glycerin,"Two Stars. Made with palm oil, didn't realize this before purchasing.","[""non-review""]"
